序号,全部事件 (类型+操作+标签),事件总数,唯一访客事件数,事件价值,平均价值
,A_english_entrance+scroll+_2018/10/27 0:2:8_5%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 23:57:24_54%_264,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:25:0_3%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 16:18:52_64%_69,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:34:37_43%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 23:59:55_64%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 2:56:52_44%_71,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:0:5_43%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:31:35_14%_44,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:2:55_7%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:11:18_39%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:4:46_11%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:1:48_78%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:9_97%_259,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:27:17_48%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:37:45_50%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:48:54_26%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:59_9%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:40:17_69%_67,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:12:41_5%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:2:8_61%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:10:35_7%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 23:39:12_75%_1662,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:12:6_52%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:57:3_74%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:25_57%_66,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:31:44_53%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:1:5_10%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:31:54_31%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:58:55_1433%_79,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:56:12_37%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:16_77%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:7:52_NaN%_66,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:10:9_24%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:34:34_162%_82,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:10:35_95%_97,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:40:41_57%_96,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:17:32_50%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:28:39_18%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:13:29_33%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:24:26_1%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:4:28_56%_70,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:33:54_72%_53,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:43:22_3%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:18:6_53%_60,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:57:3_10%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:12:21_76%_87,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:54_9%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:1:3_11%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:42_30%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:36:14_47%_84,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:17:27_100%_76,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:37:25_31%_91,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:48:19_19%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:50:15_16%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:22:22_84%_63,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:4:4_75%_66,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:15:50_43%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:20:42_6595%_154,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:32:44_3%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:18:57_76%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:49:3_1%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:16:6_15%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:18:6_25%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:31:54_3%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 2:53:15_34%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:0:5_19%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:11:19_13%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:55:58_26%_74,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:6:11_55%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:27_20%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:18:3_24%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:30:1_54%_64,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:15:38_31%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:17:46_35%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:17:10_20%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:45_82%_1244,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:20_14%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:27_68%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:20_5%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:7:27_50%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:19:0_19%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:25_52%_57,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:58:25_60%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 23:59:50_23%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:39_72%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:31:54_92%_106,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:44:17_44%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:30:39_76%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:13:39_21%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:11:7_80%_67,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:0:0_28%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:18_77%_76,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:45:44_100%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:59_3%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:37:45_22%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:5:38_3%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:30:56_52%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:31:8_18%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:5:32_5%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:29:29_77%_126,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:0:5_7%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:39:45_17%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:55_69%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:6:39_29%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:48:42_3%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:19:24_27%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:20:59_59%_16,1,1,0,0
,ENGLISH+UID：2619735130111276199+http:/english/user/watering-e-12717-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:11_6%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:20:57_18%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:46_6%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:26:31_3%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:12:19_628%_84,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:26_3%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:0:36_11%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:13:24_4%_5,1,1,0,0
,ENGLISH+UID：2619735130099651543+http:/english/user/watering-e-852-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:41_16%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:25:25_73%_87,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:37:7_100%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:21:42_57%_62,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:15:33_11%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:38_27%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:27:39_66%_104,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:55_30%_25,1,1,0,0
,ENGLISH+UID：2619580092281152002+http:/english/user/watering-e-732-Request failed with status code 400,1,1,0,0
,ENGLISH+UID：2619735130099174506+http:/english/user/user_like-e-503-Network Error,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:20:55_13%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:4:26_48%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:47:30_26%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:0:34_44%_113,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:36_7%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:29_1%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:34:51_10%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:8_11%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:16:7_45%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:2:36_15%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:18_23%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:11:35_22%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:29:22_3278%_159,1,1,0,0
,ENGLISH+UID：2619735130089678881+http:/english/study/get_word_translate-e-21658-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:29:2_36%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:37:16_77%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:2:12_90%_91,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:6:38_1%_8,1,1,0,0
,ENGLISH+UID：2619735130100478697+http:/english/study/save_reading_result-e-20541-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:19_11%_43,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:15:50_50%_41,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:4:27_74%_67,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:2_31%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:2:49_33%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:17:56_99%_102,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:12:26_62%_72,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:3:33_7%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:10:26_23%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:12:13_61%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:11:39_100%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:15:25_22%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:36:37_46%_23,1,1,0,0
,ENGLISH+UID：2619735130111765702+http:/english/user/watering-e-6238-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:13:21_61%_107,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:48:4_11%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:25:26_4%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:50:55_7%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 23:59:50_52%_72,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:39:59_2%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 3:30:48_59%_65,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:30:39_65%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:29:29_13%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:12:6_26%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:46_10%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:45:37_45%_112,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 23:59:55_88%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:16_85%_97,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:5_74%_60,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:17:32_19%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:33:54_56%_48,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:17:7_18%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:14_41%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 1:14:12_12%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:9:18_31%_4,1,1,0,0
,ENGLISH+UID：2619735130112600315+http:/english/user/watering-e-571-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:9_4%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:28:8_16%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:5:26_49%_61,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:21:59_50%_49,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:17:15_10%_36,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:4:2_61%_97,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:43_18%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:58:55_10442%_93,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:37:28_1%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:22:49_63%_123,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:42_14%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:39:56_6%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:37:55_71%_112,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:31:51_31%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:41:3_3%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:18:27_5%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:5:52_1%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:22:30_100%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:4:55_100%_96,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:43_30%_46,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:6:42_7%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:39:1_42%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:22:34_15%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:35:39_100%_138,1,1,0,0
,ENGLISH+UID：2619580092291629659+http:/english/study/today-e-20299-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 23:59:58_29%_82,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:3:32_1%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:6:40_6%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:32:26_23%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:8_36%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:11:39_37%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 23:26:12_55%_88,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:23:40_26%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:18:30_16%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:40:58_100%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:15:23_27%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:2:12_8%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:37:44_33%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:18:7_5%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:22:48_6%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:34_5%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:41:14_32%_82,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:28:8_18%_50,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:12:45_22%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:15:36_19%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:39:27_3%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:16:55_2%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:27:3_22%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:1:41_16%_3,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:5_39%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:23_10%_40,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:32_10%_29,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:9:51_20%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:5:34_49%_75,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:39:45_19%_14,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:31:29_1%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:45:44_46%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:12:52_100%_61,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:30:20_1%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 2:9:1_3%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:9:36_34%_31,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:43_22%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:24:18_56%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:15:15_92%_42,1,1,0,0
,A_english_entrance+pay_success+_2018/10/25 0:8:44_0%__14,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:7:12_8%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:18:7_72%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:42:32_5%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:25:26_7%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:35:39_62%_51,1,1,0,0
,ENGLISH+UID：2618972521794053862+http:/v1/wechat/get_wchat_sign-e-20301-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:1:44_8%_39,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:37:25_79%_648,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:46:9_34%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:28:15_36%_47,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:8:50_67%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:14:50_42%_52,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:59:54_8%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:2:13_14%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:10:44_9%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/21 23:59:46_16%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:44:54_27%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:15:12_31%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:38:14_NaN%_90,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:59_31%_27,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:18:6_50%_55,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:7:17_39%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:4:35_45%_17,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:20:57_85%_181,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:28:57_100%_15,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:6:46_11%_30,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:24:4_55%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:53:32_5%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:23:26_5%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:0:36_3639%_22,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:10:9_17%_20,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:45:22_83%_95,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:1:9_29%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:13:18_10%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:7:49_16%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:21:42_93%_95,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:7:27_6%_19,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:3:59_55%_34,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:4:46_4%_10,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:0:6_15%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:0:56_8%_11,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 23:59:31_90%_78,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:23:18_91%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:3_87%_126,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:24:56_15%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:20:21_22%_32,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:10:42_10%_16,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 23:39:12_6%_1510,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:24:56_56%_107,1,1,0,0
,A_english_entrance+scroll+_2018/10/23 0:0:35_36%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:0:34_77%_203,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:6:48_NaN%_562,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:50:29_4%_5,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:3:41_7%_6,1,1,0,0
,ENGLISH+UID：2619735130100509416+http:/english/user/get_tree-e-23615-timeout of 10000ms exceeded,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:35:28_67%_108,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:26:19_32%_26,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:8:51_3460%_95,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:26:52_38%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:7:53_6%_7,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:24:36_1%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:53:59_5%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:17:33_19%_38,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:6:36_2%_9,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:24:26_94%_45,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:5:2_31%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:9:28_74%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:20:41_65%_114,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:29:29_4%_8,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:27:17_26%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:4:2_15%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:41:14_50%_143,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:10:28_28%_35,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:4:36_35%_24,1,1,0,0
,A_english_entrance+scroll+_2018/10/29 0:29:39_90%_68,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:26:14_5%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 1:50:8_57%_152,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 1:18:9_11%_13,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:43:51_100%_240,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:15:18_8%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:17:33_5%_2,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:28:25_5%_8,1,1,0,0
,ENGLISH+UID：2619735130114791252+http:/english/user/watering-e-711-Request failed with status code 400,1,1,0,0
,A_english_entrance+scroll+_2018/10/22 0:15:16_61%_25,1,1,0,0
,A_english_entrance+scroll+_2018/10/28 0:42:30_3%_4,1,1,0,0
,A_english_entrance+scroll+_2018/10/25 0:28:8_31%_63,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:22:2_51%_33,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:8:34_11%_6,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:17:35_68%_23,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:4:27_7%_12,1,1,0,0
,A_english_entrance+scroll+_2018/10/27 0:11:39_12%_18,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:2:3_69%_117,1,1,0,0
,A_english_entrance+scroll+_2018/10/30 0:21:8_51%_28,1,1,0,0
,A_english_entrance+scroll+_2018/10/24 0:16:42_11%_21,1,1,0,0
,A_english_entrance+scroll+_2018/10/31 0:23:19_81%_37,1,1,0,0
,A_english_entrance+scroll+_2018/10/26 0:10:37_9%_19,1,1,0,0
